label,tweet
marah,lebay sangat  sih masalah kygt saja  sholat kamu makanya makanya cerita terbuka sama  orang y njing kalau  solusinya kekgitu saja  mah gaperlu dikasitau
sedih,apapun yang  terjadi saya tidak boleh menjadi seorang yang  selalu bersedih kalau  memang mungkin bukan dia yang  menginginkan mu mungkin ada dia luar sna yang  masih  menginginkan mu
senang,username username terima kasih yah saya happy sekali  tadi meskipun saya sampai muntah tadi dan sempat kesedak tetapi saya happy sekali  sedooooottt
senang,jadi hampir seminggu cari  jam tanggan yang cocok di saya dan cocok di dia saya mau ini dia tidak mau dia mau itu guenya tidak mau terus  akhirnya dia selalu menyerah dengan pilihan saya huhu macii terus  dia pilih abu saya pilih hitam warna tidak couple tidak apa-apa terus  dia bilang yaudah hitam
marah,indonesia baik baik saja kok brisik amat ya di kampung orang yang kalian jual susah miskin dan sejenisnya nyatanya biasa saja masih pada merokok tak berubah tagarmu makan sendiri ya hahahaaha
marah,supir bak hilux tolol jalanan lebar bisabisanya ngelindes kaki saya sudah begitu  pas kaki saya  kelindes malah bukannya mundurmaju cepat  cepat  kok malah hah hoh hah hoh sakit tot bodoh dipelihara kucing tuh dipelihara
senang,my favorite song in albums terimakasih nambawan terimakasih dynamic duo terimakasih gray oppa terimakasih semuanya lagunya membuatku mood booster untuk kerjain skripsishit wannaone nowplaying url
marah,username kalau  memang tidak sanggup lambaikan tangan ke camera saja  bro nanti ada yang jemput pleaselah stop komen aneh tentang negara ini anda kan salah satu petugas pemerintah juga tho  url
marah,teman   kuliah dimana cik me  binus teman   jurusan apa me  psychology teman   bisa baca sifat saya dong coba dong baca saya orgnya bagaimana  eh nyet nih ya kalau  saya bisa baca sifat orang mah gabakalan saya gagal dalam percintaan mulus pasti hidup saya tanpa adanya fakefrendzz
marah,siapa sich yang  dipercaya fz polisi yang  sudah bekerja dengan  tepat waktu  dan cekatan tetap tidak di percayai mungkin hanya di sekarang lari ke arab itu saja  yang  dipercaya bagaimana  rakyat mau percaya fz dan fh yang  selalu nyinyir tanpa bukti
sedih,waktu  masih jaman sekolah kalau ada laki yang  suka boro mau nanggepin yang  ada malu nya minta ampun sampai  tuh laki malah d musuhin tapi bocah jman sekarang  jomblo bentar galau nya minta ampun  bagaimana  kalau  mereka kaya saya  yang  jomblo  tahun  oldmoneygakngerasain
senang,model kecil tapi asal halal bakal saja  ada yang beli bakal saja  ada yang order pas keliru bakal ada saja  yang jujur kamu kata siapa ndri sotoy sekali  saya sudah ngalamin sendiri dari jualan pulsa dan kuoat internet  ribu saja  sekarang ketutup ongkos saya buat pp kerja
sedih,menamai tapi lupa memaknai memenangkan tapi enggan menenangkan mendewakan tapi tidak saling mendewasakan mencintai tapi gemar mengintai akhirnya memutuskan putus
sedih,apabila kamu sudah tidak dianggap ada jangan merasa bahwa kamu itu invisible tapi merasalah intangible seenggaknya kamu tetap berharga meskipun tidak berwujud skripsibaper kapanmarineeeeeeeeyaallah
senang,jodoh itu kalau sudah waktunya ya akan ketemu juga minggu lalu beli  datang bawain kain hari ini emak pulang membawa kebaya bordir yang dikasih kegirangan karena  sekarang jadi punya sepasang baju cantik  url
senang,karena saya merasa tidak ditanggapi dengan akun terkait maka saya putuskan untuk report feed tersebut ke pihak instagram well hari itu juga feed yang saya report dihapus pihak ig im happy because instagram concern about copyright issue
marah,pengajian yang  ustadznya provokator dan mulut jamban wajib dibubarkan
senang,akhir akhir ini banyak ketemu orang orang baik padahal umur mereka masih muda tapi masyaallah ibadahnya luar biasa saya waktu ukur segitu ngapain saja  sibuk sama oppa korea
sedih,ada berita pendeta yang  ngebunuh anak angkatnya kalau  tidak salah itu pun korban dalam kondisi hamil sebelum dibunuh juga diperkosa dulu miris kali
marah,itu pulau buatan mumpung baru jadi pulaunya belum  apartemennya ya di cancel lah nantinya untuk kepentingan rakyat dki nah kalau tempat sampah di cancel enaknya buat apa masa buat melihara kecebong 
sedih,adaa saat dimana memang  lelah dalam perjuangan ketika satu tujuan tidak memperlihatkan keterbukaan lebih baik memilih mundur untuk menggapai tujuan yang  lainnya
sedih,penyakit andalan dari  jaman sma ampe sekarang  pinggang encok antara salah tidur kurang minum air putih atau sudah tnggl hitung kalender saja
marah,ustad radikal ya radikal tambah lagi disuap itu maunya dia terbukti t rizik cabul dapat setelah kerahkan  yang  tolol sekarang pendukungnya cuma  bisa gigit jari dibodohi imam cabul kabur ke arab makan tuh janji sorga url
sedih,e btw ya tumblr benar  di blokir buat  indo yak  setelah berbulanbulan akhir nya app nya benar  kaga bisa di buka ngiteeeerr terus  itu
marah,warga dki yang dimintain thr tidak usah pada ngedumel ngapahtimbang setaon sekali saja  juga dimintainnyalgian kayaknya itu suka rela dehgak dipatok harus sekiansekian parcaya deh rezeki anda akan semakin mambah 
sedih,tak yakin ku kan mampu hapus rasa sakitku ku selalu perjuangkan cinta kita  namun apa salahku hingga ku tak layak dapatkan kesungguhanmu  
sedih,kadang suka bingung sama orang yang seluruh hidupnya dia habiskan untuk berdebat memperdebatkan halhal yang sebenarnya  sepele tapi buat dia itu hal yang pantas untuk diperdebatkan serahlau saya hanya bisa terngowoh
senang,username makasih banyak username atas kerja kerasnya tidak papa exo tidak jadi kesini semoga exo planet  exo bisa kesini amin  terimakasih banyak username 
marah,tidak habis pikir sama orang yang  benar  sudah mau nikah hitungan tinggal beberapa  bulan lagi tapi masih tetap  main belakang otaknya mati kali ya jauhkan dari lakilaki kayak  begitu  ya allah
marah,ini banyak yang bilang pilih  sopir mobil harus yang benar  karena bisa membawamu masuk jurang lah kamu mau disopirin sama orang yang hafal  jus apa sama orang yang punya sim a dan jam terbang tinggi url
sedih,sudah buru pulang biar bisa nonton the clash of titan eehh serena memutuskan retired karena cedera otot lengan ya gimana lagikesehatan adalah  yang  utama kan setelah ini sudah jelas im rooting for maria sharapova rolandgarros url
marah,kaum kampret tetap  mikirnya kebalik seperti kampret dipohon mana ada wtp buat  yang  ada wtp  goblog kok ditunjukin
senang,precious feeling saya benar  pasti dapat  rappline pas buka ehh benar  dapat  mas namjoon sama koh yoong senang  sekali  saya tuh
senang,setelah lebih dari  purnama menunggu kerja keras insan tvri untuk lepas dari opini disclaimer terjawab sudah semangat menuju wtp tahun depan insya allah
senang,mission accomplished yang penting sudah ngenalin username ke mama papa tinggal tanggal mainnya lagi kaaan dia yang  syahadat atau saya yang  di baptis wagelaseh gimana menurut edak username
senang,terima kasih saling mengingatkan dengan yang baik semoga menjadi berkah bagi kita semua
senang,username alhamdulillah pak panglima n pak kapolri dengan  selamat ditujuan kian sinergi tni n polri untuk  seantero nkri met tugas n sukses selalu
takut,kalau di lihat kebelakang ternyata sudah  tahun terkhir kali benarbenar berjuang sampai titik akhir dan sekarang untuk memulai lagi sepertinya  masih malas atau memang  belum  bisa membuka pintu yang  lama terkunci atau hanya takut saja yaasudahlah jalani saja hidup ini
marah,pecat saja  tidak mengemis pada pemerintah berhenti jadi munafik
senang,subhanalloh setelah ngetes anak mi yang  sudah khatam al quran baca surat pendek dan lancar bupati  hebatt  sekarang kamu bicara  sama pak bupati mau hadiah apa apa saja boleh tinggal bicara  saja nanti pak bupati kasih siswa  saya minta  hadiah doa saja dari pak bupati
cinta,saya tak mudah untuk mencintai saya tak mudah mengaku ku cinta saya tak mudah mengatakan saya jatuh cintaaaaa senandungku hanya untuk cinta tirakatku hanya untuk engkau tiada dusta sumpah ku cinta sampai ku menutup mataa biarlah seperti langit kamu pandangi setiap harisesak tak bisa dimiliki saya biarlah seperti langit jika suka kuberikan senja jika duka kuberikan nestapa
cinta,kesabaran mu menghadapi ku yang  membuat ku bertahan perhatian mu yang  membuat ku bertahan sayang mu pada ku pulang yang  membuat mu bertahankeyakinan mu menjaga ku lah yang  membuat ku bertahan trimakasih sayang semoga  bisa lewati semua ldrkronis
senang,ternyata anak tersebut  minta di doakan agar kelak bisa jadi dokter dan pa bupati mencium tangan anak tersebut  serta di doakan luar biasa username username
marah,dan yang terjadi adalah seseorang membalas saya status ku begini bang kenapa diklaim sampai kekgitu kan cuma foto cuma foto dek balasku begitu  walaupun cuma foto itu juga hakcipta saya kembali bertanya seandainya karyamu digunakan orang lain tanpa izin perasaanmu bagaimana
sedih,dokter kenapa kamu tega tidak kasih  saya salep buat  lebam memar akutp saya cuma  dikasih  vitaminobat nyeri ajapdhl tensi saya normal  tapi malah dikasih  vitamin salep yang  saya butuh sangat  tapi tidak dikasih  
senang,wozniacki out daria kasatkina ini lhoomainnya gendeng super kencang  nampar hebattt goodluck  rolandgarros url
sedih,jijik apalagi yang cowok joged depan kamera lepas baju cuma pakai  boxer apa coba bikin martabat cowok turu drastis
marah,biji kamu dia tolak  imam mata duitan kok kamu percaya dia tolak  sudah mata duitan mesum pula yang  gigit jari pendukungnya yang  tolol
takut,kasih  tehaer ke keponakan baju dua biji celana sebiji koko sestel sama jaket sebiji sudah lebih setengah juta pesan kalau  kamu belum sanggup secara finansial pikirin lagi punya anaknya
marah,sebenarnya admin twitter username berapa  ribu orang si no resi ditny berulangkali itu  alamat paket dan struk beda sama  yang  di input pas tracking alias paket nyasar
sedih,kenangan sma tiap pulang sekolah sebelum pulang minta uang ke teman  cewek masing seribu bilangnya buat bensin tapi malah nyasar ke warung nongki beli udud hahahahah 
senang,dulu mah kalau  mau sms dosen kudu sekali  memikirkan  katakata biar sopan takut salah bicara  pas sudah lulus mah sudah kaya teman  saja  sih wkwkw gimana ketua kelas username username url
senang,saya yaqin pentagon  shine bakal jadi lagu seribu umat juga wkwkwk tapi untuk saat ini ikon  cinta scenario masih debessss sih hhhh dimana lagu itu anjerrr
sedih,jaman dulu fotografer masih jarang main  photoshop foto yang  banyak micinnya banyak yang  suka sekarang setelah banyak aplikasi photoshop yang  semua orang bisa download free di hp orang sudah mulai mual lihat foto yang  kebanyakan micin
marah,apa senang  sekali  ya refreshing senang  sekali  begitu  mencari udara segar lah kalau  sudah terlaku sumpek disini ya kan mending tidak usah lebay minta pulang kesini kan kita sudah tidak minta dia selalu disini kaya dulu loh
marah,i feel you username seringnya si bukan karena  tidak kepake tapi lebih karena  tidak sesuai begitu  bisa mencak seharian saya dan mulai menyingkirkannyasoalnya kalau  masih kelihatan  ky yang  ingin marah sendiri sakit
senang,selamat pak username resmi jadi bapak sekedar saran sering sering si jagoan dikasih dengar lagu ynwa sama tonton pertandingan liverpool biar ngerti sejarah dan kesetiaan haha
marah,heran dengan rkhup ngawur sepertinya  yang  merancang ngawur juga deh sampesampe tidak mempertimbangkan dan melibatkan pihak lain eloelo anggota perancang jangan sesuka hati membuat rkuhp untuk  mnguntungkan drimu sendiri heran masih betah saja  makan gaji haram begitu 
sedih,username username username username username iya menurut wangsit sih begitu tapi ini diundur lagi jadi pesimis deh sama ini negara terus saja  php tuh
marah,kamu sebut bumi pancasila ustadz kamu sebut pantatcina demokrasi  thoghut otak
cinta,um thanks for username yang nayangin teleseries  jejak suara adzan  jatuh cinta sama trailer dan episode  pertama ditambah pemeran dimas my favorite actor 
marah,banyak yang  tanya  dan nawarin kenapa  sih tidak kerja di bank kenapa sih tidak daftar jadi pns blablablaaahhhjawabannya sederhana tidak tertarik dan jangan dipaksa makasih
marah,username nkri gundulmu wong pendiri bangsa ini jelas menentang israel kok kamu mmbela israeldsar kaum munafik mending baca ini  biar tidak dungu url
sedih,terlalu miris melihat orang yang  berkedok apa laginseorg oendidik agama namun tak pernah bijak menggunakan tata bahasa menyinggung orang lewat media sosial
senang,bukber pertama dengan  orang tersayang  username username username username syngx kurang username dan username
marah,kok tidak tertarik padahal  enak loh gajinya besar dapat  tunjangan uang pensiun dan lain kok munafik sih ahh bodoh  kamu jadi orang terus mau jadi apa dong
senang,enaknya jadi wanita jadi model jilbab dibayar pakai baju atau jilbab bagus pasti ada yang nanyain beli dimana  ujung nya saya jualan wkwkwk dasarrr otak dagang lumayan lebaran bisa bagi thr ke krucil dirumah ramadhan berkah enak juga ya jadi feminim  
takut,bingung level  beberapa  bulan terakhir muka kering parah pakai  yang  biasa sudah tidak mempan padahal biasanya kulit muka mentul lembab enak sekali  trusan ganti produk malah rusak mukanya ganti lagi jadi lebih baik tapi masih  kering dilema mau  ganti lagi apa balik ke yang  dulu apa ganti yang  lain
marah,belajarlah ontime mister olala cukup  sudah setahun terus  an telat rumah dekat  ditegor kitudeui jubras jebris punyan panyun batur mah x salah langsung  sp  kurang  sabar kumaha deui saya
marah,username username apa menangkap teroris harus  pakai  pisang ambon kamu kok selalu bela mereka ada apa ini bahkan usus terurai akibat ledakan pun kamu bilang kampanye penguasa sinting 
sedih,tidak kerasa minggu depan  sudah lebaran saja  bahkan belum  bolong sama sekali  dan ngrasa mirip  ibadah kurang begitu  efek libur panjang kerjaan sebulan diabisin seminggu
marah,anjir kenapa apkl gojek harus ada nomor telepon nya sudah kek bpjs saja  no telepon wajib tidak sekalian tuh wajib nama orangtua biar bisa ijab qobul
sedih,ah sayang ternyata kamu memilih pergi padahal sudah kusiapkan cerita indah jika kita lanjutkan hmm kamu tidak tahu saya penulis yang handal shijin
sedih,bila caringbiar betul dengan niat ikhlasbukan dengan  harapan orang itu akn mlkkukan pkr yang  sama trhdap kitakesudahannyasangat menyakitkan bila seperti x diharapkan 
sedih,kadang saya rindu rindu ketika awal kita berkenalan rindu ketika kamu selalu ada waktu dan rindu canda tawa yang  kita ciptakan pada  setiap chat ya lord
marah,kantor pusat ini  gimana pakai  mendata medsos kantor vertikal di bawahnya dan suruh  follow akun medsos kanpus padahal di jam kerja saja  kami tidak bisa akses medsos via jaringan kantor disuruhnya buat akun medsos facebook  ig yutub twitter kantor kalau  belum  ada
